"ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","Complain","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","Response","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Income","Z_CostContact","Z_Revenue","Response_Total","Age","Age_Group"
851,1972,Master,Married,,1,1,"09-07-2013",48,0,306,5,109,21,109,92,9,0,0,0,0,0,0,5,2,10,6," $57,136.00 ","","","0",54,"46-55"
868,1966,Graduation,Married,,0,1,"08-06-2014",99,0,54,0,7,0,0,4,1,0,0,0,0,0,0,2,0,3,6," $44,794.00 ","","","0",60,"56+"
873,1949,Master,Married,,1,1,"01-10-2012",3,0,1099,0,45,0,0,34,11,0,0,0,1,0,1,3,4,10,8," $62,845.00 ","","","2",77,"56+"
879,1976,Master,Married,,0,2,"04-11-2013",66,0,411,0,26,0,0,21,6,0,0,0,0,0,0,7,1,7,7," $49,681.00 ","","","0",50,"46-55"
880,1966,Basic,Together,,0,0,"01-16-2013",47,0,2,23,11,8,6,46,1,0,0,0,0,0,0,2,1,2,8," $22,634.00 ","","","0",60,"56+"
891,1951,Master,Together,,1,1,"07-09-2013",60,0,6,0,2,2,0,1,1,0,0,0,0,0,0,1,0,2,5," $29,298.00 ","","","0",75,"56+"
895,1948,PhD,Married,,0,2,"09-12-2012",69,0,410,16,114,0,5,49,3,0,0,0,0,0,0,5,2,10,5," $61,467.00 ","","","0",78,"56+"
898,1986,Graduation,Married,,1,0,"10-21-2013",39,0,38,15,54,3,8,29,3,0,0,0,0,0,0,3,0,4,8," $23,477.00 ","","","0",40,"36-45"
902,1980,Graduation,Together,,1,0,"04-03-2014",74,0,224,12,48,4,12,12,1,0,0,0,0,0,0,6,2,4,6," $62,994.00 ","","","0",46,"46-55"
905,1986,Graduation,Divorced,,1,0,"10-22-2013",38,0,7,17,18,6,10,26,4,0,0,0,0,0,0,4,0,3,8," $21,846.00 ","","","0",40,"36-45"
907,1975,Graduation,Married,,0,1,"11-29-2013",36,0,254,6,71,4,0,27,5,0,0,0,0,0,0,5,1,7,5," $46,149.00 ","","","0",51,"46-55"
916,1972,PhD,Single,,1,1,"09-05-2014",67,0,20,3,4,2,0,2,2,0,0,0,0,0,0,1,0,3,3," $41,644.00 ","","","0",54,"46-55"
922,1979,"2n Cycle",Married,,1,1,"04-05-2013",79,0,16,2,11,3,0,16,2,0,0,1,0,0,0,1,1,2,8," $31,086.00 ","","","1",47,"46-55"
933,1978,PhD,Married,,1,0,"11-23-2012",31,0,9,0,6,4,1,5,1,0,0,0,0,0,0,1,0,2,9," $37,717.00 ","","","0",48,"46-55"
938,1981,Graduation,Married,,1,1,"07-30-2013",30,0,51,1,7,2,1,25,2,0,0,1,0,0,0,2,1,2,8," $40,211.00 ","","","1",45,"36-45"
940,1987,Graduation,Single,,1,0,"05-18-2014",9,0,158,11,99,15,11,17,2,0,0,0,0,0,0,3,2,7,3," $57,100.00 ","","","0",39,"36-45"
942,1982,Graduation,Single,,1,0,"08-08-2012",36,0,139,13,78,20,13,36,3,0,0,0,0,0,1,7,1,3,9," $39,660.00 ","","","1",44,"36-45"
944,1962,Graduation,Married,,0,1,"08-01-2013",6,0,121,103,69,8,44,48,1,0,0,0,0,0,0,4,2,7,4," $56,181.00 ","","","0",64,"56+"
945,1965,Graduation,Together,,0,1,"05-22-2013",53,0,87,3,25,3,2,13,2,0,0,0,0,0,0,3,0,4,7," $36,317.00 ","","","0",61,"56+"
946,1958,"2n Cycle",Together,,0,0,"09-22-2012",92,0,45,47,52,21,20,25,2,0,0,0,0,0,0,3,1,5,6," $26,490.00 ","","","0",68,"56+"
948,1971,Graduation,Single,,1,0,"05-15-2013",32,0,4,7,7,6,4,13,3,0,0,0,0,0,0,1,2,2,5," $10,245.00 ","","","0",55,"46-55"
954,1960,Basic,Widow,,0,0,"03-27-2014",77,0,3,3,24,34,7,31,1,0,0,0,0,0,0,2,1,3,5," $22,123.00 ","","","0",66,"56+"
955,1962,Master,Together,,1,1,"10-28-2012",81,0,167,2,44,6,2,19,7,0,0,1,0,0,1,4,2,4,8," $47,175.00 ","","","2",64,"56+"
961,1972,Graduation,Married,,0,1,"12-09-2013",92,0,133,27,421,13,195,71,2,0,0,0,0,0,0,7,3,5,4," $74,716.00 ","","","0",54,"46-55"
965,1971,Graduation,Divorced,,0,1,"11-13-2012",34,0,235,65,164,50,49,27,4,0,0,0,0,0,0,7,3,7,6," $55,635.00 ","","","0",55,"46-55"
966,1966,Graduation,Married,,0,1,"05-07-2013",98,0,538,13,91,17,6,26,6,0,0,0,1,0,0,6,2,11,5," $44,529.00 ","","","1",60,"56+"
967,1976,Graduation,Married,,1,1,"07-21-2013",11,0,342,9,112,19,14,19,10,0,0,0,0,0,1,5,2,9,7," $46,049.00 ","","","1",50,"46-55"
968,1968,Master,Divorced,,1,0,"12-26-2013",24,0,112,19,21,16,14,5,3,0,0,0,0,0,0,4,1,4,7," $41,335.00 ","","","0",58,"56+"
975,1956,Graduation,Single,,1,1,"05-28-2013",25,0,178,4,26,8,4,44,5,0,0,0,0,0,0,4,1,5,6," $54,252.00 ","","","0",70,"56+"
977,1957,Graduation,Together,,0,1,"01-08-2013",10,0,200,19,111,50,15,19,6,0,0,0,0,0,0,5,1,8,6," $47,320.00 ","","","0",69,"56+"
979,1975,Graduation,Single,,1,0,"02-20-2013",11,0,6,10,21,19,14,42,2,0,0,0,0,0,0,2,1,3,6," $33,249.00 ","","","0",51,"46-55"
983,1984,Graduation,Married,,1,0,"09-28-2013",82,0,110,29,92,28,10,145,1,0,0,1,0,0,0,6,2,3,8," $40,059.00 ","","","1",42,"36-45"
988,1965,Graduation,Married,,0,0,"07-05-2014",84,0,410,0,592,147,22,22,1,1,0,0,0,0,0,6,4,7,3," $81,168.00 ","","","1",61,"56+"
999,1991,Graduation,Single,,0,0,"02-01-2013",95,0,490,44,125,29,20,22,1,0,0,0,1,1,1,6,7,11,3," $86,037.00 ","","","3",35,"26-35"
1000,1961,Master,Together,,1,1,"08-03-2013",48,0,505,72,270,36,27,54,4,0,0,0,0,0,0,9,2,12,5," $74,881.00 ","","","0",65,"56+"
1008,1981,PhD,Together,,0,0,"12-21-2012",31,0,728,17,133,11,8,124,1,0,0,1,0,0,0,7,3,13,6," $44,953.00 ","","","1",45,"36-45"
1010,1977,Graduation,Together,,2,1,"04-24-2014",94,0,41,0,17,3,1,16,2,0,0,0,0,0,0,1,1,3,3," $46,931.00 ","","","0",49,"46-55"
1012,1952,Graduation,Single,,0,1,"02-18-2013",26,0,523,7,134,37,14,169,4,0,0,0,0,0,0,8,2,10,7," $61,823.00 ","","","0",74,"56+"
1016,1959,PhD,Single,,0,1,"03-30-2014",43,0,41,1,6,2,0,5,2,0,0,0,0,0,0,2,0,3,6," $34,554.00 ","","","0",67,"56+"
1020,1973,Graduation,Married,,0,0,"12-05-2014",70,0,350,60,568,110,133,145,1,0,0,0,0,1,0,5,6,7,2," $79,593.00 ","","","1",53,"46-55"
1029,1970,PhD,Together,,0,1,"01-08-2013",27,0,200,5,44,0,10,20,1,0,0,0,0,0,0,5,1,5,5," $64,413.00 ","","","0",56,"56+"
1030,1965,PhD,Single,,1,1,"07-17-2013",72,0,22,0,13,0,0,3,2,0,0,0,0,0,0,1,0,3,7," $40,637.00 ","","","0",61,"56+"
1031,1989,"2n Cycle",Married,,0,0,"05-05-2013",5,0,600,20,350,29,30,33,1,0,0,0,0,1,0,6,9,10,2," $85,710.00 ","","","1",37,"36-45"
1041,1973,PhD,Single,,0,1,"10-18-2012",3,0,322,3,50,4,3,42,5,0,0,0,0,0,1,7,1,6,8," $48,432.00 ","","","1",53,"46-55"
1044,1953,Graduation,Together,,0,0,"05-14-2013",44,0,299,5,201,21,21,49,3,0,0,0,0,0,0,5,4,8,4," $58,398.00 ","","","0",73,"56+"
1045,1965,Graduation,Together,,0,1,"08-16-2012",55,0,112,10,107,30,0,20,2,0,0,0,0,0,0,5,2,4,7," $52,117.00 ","","","0",61,"56+"
1048,1972,Master,Married,,1,0,"07-14-2013",11,0,63,3,67,8,9,28,2,0,0,0,0,0,1,3,1,4,7," $35,641.00 ","","","1",54,"46-55"
1050,1952,Graduation,Married,,0,0,"04-30-2014",58,0,14,10,13,4,15,9,1,0,0,0,0,0,0,2,1,4,2," $28,332.00 ","","","0",74,"56+"
1052,1969,Graduation,Married,,0,1,"02-16-2013",24,0,656,38,161,62,47,37,3,0,0,0,0,0,0,8,9,7,7," $56,796.00 ","","","0",57,"56+"
1055,1976,Master,Married,,1,1,"03-20-2014",40,0,29,0,8,2,0,6,1,0,0,0,0,0,0,1,0,3,4," $53,204.00 ","","","0",50,"46-55"
1064,1971,PhD,Married,,1,0,"11-12-2013",18,0,22,1,11,0,5,3,1,0,0,0,0,0,0,1,0,3,8," $42,403.00 ","","","0",55,"46-55"
1065,1963,Graduation,Single,,0,0,"12-29-2013",85,0,557,129,984,193,37,18,1,0,0,0,0,0,0,5,8,5,2," $80,695.00 ","","","0",63,"56+"
1071,1976,PhD,Divorced,,0,1,"07-21-2013",10,0,532,88,168,69,44,133,3,0,0,0,0,0,0,7,3,13,5," $70,179.00 ","","","0",50,"46-55"
1072,1965,PhD,Single,,0,1,"08-30-2013",64,0,70,0,17,0,0,6,2,0,0,0,0,0,0,2,1,3,6," $40,760.00 ","","","0",61,"56+"
1077,1974,Graduation,Together,,0,0,"05-12-2012",52,0,258,105,239,237,172,9,1,0,0,0,0,0,0,7,3,4,4," $56,715.00 ","","","0",52,"46-55"
1079,1971,PhD,Married,,0,1,"10-16-2012",59,0,1000,0,76,0,0,10,3,0,0,0,1,0,0,3,4,9,8," $71,969.00 ","","","1",55,"46-55"
1081,1957,PhD,Married,,1,2,"03-27-2013",26,0,733,9,180,12,19,66,11,0,0,0,0,0,0,6,3,5,4," $75,283.00 ","","","0",69,"56+"
1087,1975,Master,Together,,1,0,"05-22-2013",30,0,16,14,36,37,22,48,3,0,0,0,0,0,1,4,1,2,9," $22,669.00 ","","","1",51,"46-55"
1092,1980,Graduation,Married,,0,1,"11-08-2012",17,0,269,129,495,182,43,29,4,0,0,0,0,0,0,9,3,4,7," $61,014.00 ","","","0",46,"46-55"
1100,1960,Master,Together,,1,2,"03-24-2014",33,0,24,4,22,0,2,9,4,0,0,0,0,0,0,3,1,3,5," $41,275.00 ","","","0",66,"56+"
1103,1976,Master,Married,,1,0,"09-29-2012",60,0,1486,55,278,49,0,185,2,0,0,1,0,1,1,4,4,10,6," $81,929.00 ","","","3",50,"46-55"
1109,1982,Master,Together,,1,0,"04-23-2013",38,0,6,0,5,0,0,1,1,0,0,0,0,0,0,1,0,2,7," $27,590.00 ","","","0",44,"36-45"
1118,1956,Master,Married,,0,1,"02-20-2013",87,0,544,13,85,8,6,29,3,0,0,1,0,0,0,10,4,5,8," $50,965.00 ","","","1",70,"56+"
1127,1973,PhD,Married,,0,0,"05-29-2014",62,0,938,19,843,25,95,38,1,0,0,0,0,1,0,6,6,7,2," $85,844.00 ","","","1",53,"46-55"
1131,1967,PhD,Single,,0,1,"05-04-2014",54,0,85,0,3,0,0,7,1,0,0,0,0,0,0,2,0,4,3," $52,569.00 ","","","0",59,"56+"
1135,1960,Master,Together,,1,1,"02-15-2014",96,0,18,2,19,0,2,6,5,0,0,0,0,0,0,3,0,4,7," $17,144.00 ","","","0",66,"56+"
1137,1964,Graduation,Single,,0,0,"12-29-2013",87,0,398,190,537,61,156,37,1,1,0,1,0,0,0,4,5,7,1," $81,246.00 ","","","2",62,"56+"
1139,1984,PhD,Married,,0,0,"06-02-2014",56,0,1050,14,322,0,14,112,1,1,0,1,0,1,1,5,11,5,2," $73,356.00 ","","","4",42,"36-45"
1142,1953,PhD,Married,,0,1,"12-22-2013",91,0,208,7,82,30,66,35,2,0,0,0,0,0,0,3,2,9,3," $55,707.00 ","","","0",73,"56+"
1143,1972,Graduation,Married,,1,0,"08-08-2013",43,0,7,10,13,3,11,11,2,0,0,0,0,0,0,2,0,3,7," $22,063.00 ","","","0",54,"46-55"
1146,1949,Master,Together,,0,1,"07-09-2012",5,0,520,8,223,32,49,42,4,0,0,1,0,0,1,10,5,7,8," $49,912.00 ","","","2",77,"56+"
1150,1899,PhD,Together,,0,0,"09-26-2013",36,0,755,144,562,104,64,224,1,0,0,0,0,1,0,4,6,4,1," $83,532.00 ","","","1",127,"56+"
1158,1966,Graduation,Divorced,,0,1,"05-01-2014",27,0,102,1,15,2,0,24,1,0,0,0,0,0,0,3,0,4,7," $48,877.00 ","","","0",60,"56+"
1160,1970,Graduation,Married,,1,1,"08-23-2013",48,0,9,4,17,10,2,7,4,0,0,0,0,0,0,3,0,3,8," $13,260.00 ","","","0",56,"56+"
1162,1987,PhD,Single,,0,0,"10-01-2013",23,0,124,83,267,85,59,35,2,0,0,0,0,0,1,5,2,11,5," $42,000.00 ","","","1",39,"36-45"
1165,1958,PhD,Single,,1,1,"02-05-2013",62,0,239,13,143,45,4,52,9,0,0,0,0,0,0,6,2,7,6," $50,729.00 ","","","0",68,"56+"
1168,1978,PhD,Married,,0,0,"10-29-2012",62,0,322,53,899,34,40,53,1,0,0,0,0,0,0,4,6,10,2," $72,159.00 ","","","0",48,"46-55"
1170,1975,Graduation,Married,,1,0,"03-25-2013",45,0,50,15,110,39,15,15,4,0,0,0,0,0,0,5,1,4,8," $27,573.00 ","","","0",51,"46-55"
1172,1983,PhD,Married,,0,0,"01-05-2013",71,0,979,44,935,29,25,22,1,1,0,0,1,1,1,7,5,12,3," $92,491.00 ","","","4",43,"36-45"
1173,1947,Master,Together,,0,0,"10-03-2013",73,0,1200,105,758,0,42,147,1,0,0,0,1,1,1,4,2,6,2," $77,632.00 ","","","3",79,"56+"
1175,1983,Master,Married,,0,0,"09-20-2013",24,0,88,39,54,64,28,153,1,0,0,1,0,0,1,3,5,3,6," $36,262.00 ","","","2",43,"36-45"
1176,1973,Graduation,Married,,1,0,"09-22-2013",50,0,2,6,4,3,1,9,1,0,0,0,0,0,0,1,0,2,8," $26,228.00 ","","","0",53,"46-55"
1177,1966,Master,Together,,1,1,"01-26-2013",77,0,80,3,26,4,2,14,4,0,0,0,0,0,0,3,1,3,7," $49,618.00 ","","","0",60,"56+"
1183,1949,Master,Married,,1,1,"09-21-2013",11,0,9,1,4,3,2,3,1,0,0,0,0,0,0,1,0,2,6," $36,408.00 ","","","0",77,"56+"
1184,1968,PhD,Divorced,,0,2,"05-22-2013",46,0,554,41,215,11,0,24,3,0,0,0,0,0,0,10,2,10,5," $69,674.00 ","","","0",58,"56+"
1204,1970,PhD,Married,,0,1,"05-22-2013",45,0,1253,0,447,23,71,35,3,1,0,0,0,0,0,11,5,11,8," $67,536.00 ","","","1",56,"56+"
1212,1973,Graduation,Married,,1,0,"08-13-2013",7,0,384,25,292,130,41,64,3,0,0,1,0,0,0,8,8,6,6," $52,845.00 ","","","1",53,"46-55"
1215,1978,Graduation,Together,,0,0,"08-10-2013",49,0,690,117,499,76,102,88,1,1,0,0,0,0,0,5,10,7,3," $70,440.00 ","","","1",48,"46-55"
1225,1963,Graduation,Married,,0,0,"06-26-2014",47,0,483,84,398,205,84,241,1,0,0,1,0,0,0,3,7,8,1," $80,124.00 ","","","1",63,"56+"
1232,1982,PhD,Together,,0,0,"10-25-2013",54,0,587,54,348,71,54,130,1,0,0,0,0,0,0,4,4,8,2," $70,038.00 ","","","0",44,"36-45"
1241,1984,"2n Cycle",Married,,1,0,"09-17-2012",1,0,13,3,8,7,4,16,2,0,0,0,0,0,1,1,0,3,9," $14,796.00 ","","","1",42,"36-45"
1245,1966,Graduation,Single,,0,1,"11-11-2012",45,0,977,12,253,16,12,101,4,0,0,0,1,0,0,4,3,12,8," $63,810.00 ","","","1",60,"56+"
1250,1976,Graduation,Single,,1,0,"07-02-2014",82,0,34,6,21,11,4,8,1,0,0,0,0,0,0,2,1,3,6," $37,697.00 ","","","0",50,"46-55"
1272,1965,Master,Single,,0,1,"10-21-2012",49,0,664,58,83,32,0,66,4,0,0,0,0,0,0,7,5,10,5," $55,250.00 ","","","0",61,"56+"
1277,1960,Graduation,Together,,0,0,"09-04-2014",29,0,434,22,388,104,22,34,1,1,0,0,0,0,0,10,7,10,4," $78,468.00 ","","","1",66,"56+"
1291,1978,PhD,Together,,1,0,"04-08-2012",90,0,152,9,121,12,12,45,4,0,0,0,0,0,0,6,2,4,8," $27,683.00 ","","","0",48,"46-55"
1295,1963,Graduation,Married,,0,1,"11-08-2013",96,0,231,65,196,38,71,124,1,0,0,0,0,0,0,6,5,7,4,"","","","0",63,"56+"
1307,1978,Graduation,Divorced,,0,1,"09-02-2014",15,0,27,5,8,8,3,12,3,0,0,0,0,0,0,3,0,4,4," $41,986.00 ","","","0",48,"46-55"
1321,1974,Graduation,Married,,1,0,"04-11-2013",49,0,22,2,18,0,2,12,3,0,0,0,0,0,0,3,0,3,8," $26,067.00 ","","","0",52,"46-55"
1324,1988,Graduation,Married,,1,0,"05-30-2013",93,0,23,3,21,3,19,22,2,0,0,0,0,0,0,3,0,3,8," $38,872.00 ","","","0",38,"36-45"
1328,1982,"2n Cycle",Married,,0,1,"02-16-2014",56,0,261,42,144,55,48,133,3,0,0,0,0,0,0,4,4,9,3," $57,937.00 ","","","0",44,"36-45"
1331,1977,Graduation,Single,,1,0,"02-01-2013",54,0,12,6,20,30,1,3,2,0,0,0,0,0,0,2,0,3,7," $35,790.00 ","","","0",49,"46-55"
1340,1986,Graduation,Married,,0,0,"04-24-2014",42,0,551,137,792,179,103,33,1,1,0,0,1,1,0,6,7,13,1," $92,910.00 ","","","3",40,"36-45"
1343,1968,Graduation,Together,,1,1,"09-26-2012",55,0,368,24,68,38,0,88,6,0,0,0,0,0,0,8,2,6,7," $58,554.00 ","","","0",58,"56+"
1349,1970,Graduation,Married,,2,0,"04-21-2014",4,0,85,7,24,2,3,27,1,0,0,0,0,0,0,3,1,3,6," $50,447.00 ","","","0",56,"56+"
1351,1956,Master,Together,,0,1,"09-20-2012",25,0,962,12,194,16,24,12,4,0,0,0,0,1,0,7,8,13,6," $58,656.00 ","","","1",70,"56+"
1357,1970,Graduation,Together,,1,2,"08-04-2013",90,0,856,59,487,58,29,73,7,0,0,0,0,0,0,2,5,5,5," $74,854.00 ","","","0",56,"56+"
1361,1974,Master,Married,,0,0,"04-06-2013",26,0,1076,68,103,29,91,68,1,0,0,0,1,1,1,3,4,8,1," $82,584.00 ","","","3",52,"46-55"
1362,1972,Graduation,Single,,0,0,"04-03-2013",75,0,33,87,64,175,16,74,1,0,0,0,0,0,0,6,1,6,7," $31,907.00 ","","","0",54,"46-55"
1371,1976,Graduation,Single,,0,0,"06-28-2014",72,0,123,164,266,227,30,174,1,0,0,0,0,0,0,2,4,9,1," $79,941.00 ","","","0",50,"46-55"
1377,1954,Master,Widow,,0,1,"08-31-2013",24,0,182,4,33,0,0,66,2,0,0,0,0,0,0,4,1,5,7," $44,551.00 ","","","0",72,"56+"
1378,1972,"2n Cycle",Together,,0,1,"07-24-2013",24,0,284,16,160,84,16,134,6,0,0,0,0,0,0,7,4,6,6," $50,334.00 ","","","0",54,"46-55"
1379,1992,Master,Together,,0,0,"04-27-2013",12,0,154,2,46,20,4,15,1,0,0,0,0,0,0,4,2,4,4," $42,670.00 ","","","0",34,"26-35"
1381,1982,PhD,Single,,1,0,"01-28-2014",20,0,172,3,115,16,0,18,5,0,0,0,0,0,1,6,1,5,8," $38,513.00 ","","","1",44,"36-45"
1384,1992,Basic,Married,,1,0,"11-23-2013",10,0,6,4,14,8,8,22,2,0,0,1,0,0,0,2,1,2,8," $17,256.00 ","","","1",34,"26-35"
1386,1967,Graduation,Together,,1,1,"11-05-2014",0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,7," $32,474.00 ","","","0",59,"56+"
1388,1975,Graduation,Single,,1,0,"02-20-2013",11,0,6,10,21,19,14,42,2,0,0,0,0,0,0,2,1,3,6," $33,249.00 ","","","0",51,"46-55"
1399,1958,Graduation,Married,,0,0,"01-21-2014",52,0,407,114,445,181,165,203,1,1,0,0,0,0,0,3,7,9,1," $72,905.00 ","","","1",68,"56+"
1402,1954,Master,Married,,0,0,"11-09-2012",1,0,496,36,460,189,60,12,3,0,0,0,0,0,0,4,8,6,3," $66,991.00 ","","","0",72,"56+"
1403,1975,"2n Cycle",Together,,1,1,"06-09-2012",40,0,8,4,15,3,5,3,2,0,0,0,0,0,0,1,0,3,7," $34,984.00 ","","","0",51,"46-55"
1404,1968,Graduation,Together,,2,0,"05-15-2013",89,0,51,23,82,33,0,42,4,0,0,0,0,0,0,5,1,3,9," $34,916.00 ","","","0",58,"56+"
1406,1975,Graduation,Single,,1,1,"12-02-2013",49,0,280,7,81,20,0,27,8,0,0,0,0,0,0,6,3,5,7," $53,201.00 ","","","0",51,"46-55"
1407,1986,Basic,Married,,1,0,"10-29-2012",5,0,4,12,5,3,16,17,2,0,0,0,0,0,0,2,0,3,7," $20,425.00 ","","","0",40,"36-45"
1409,1951,Graduation,Together,,0,1,"03-18-2013",69,0,270,3,27,39,6,99,7,0,0,0,0,0,0,7,1,5,8," $40,689.00 ","","","0",75,"56+"
1411,1952,Graduation,Divorced,,0,0,"10-11-2013",58,0,204,34,204,172,153,173,1,0,0,0,0,0,0,2,9,4,1," $82,623.00 ","","","0",74,"56+"
1419,1950,Graduation,Together,,1,1,"05-08-2013",11,0,18,6,15,12,8,17,3,0,0,0,0,0,0,2,1,3,5," $34,026.00 ","","","0",76,"56+"
1440,1978,"2n Cycle",Together,,0,0,"04-09-2012",84,0,367,17,241,104,188,232,2,0,0,0,0,0,0,9,5,9,7," $52,513.00 ","","","0",48,"46-55"
1446,1956,Master,Single,,0,0,"05-04-2014",12,0,387,68,569,89,45,68,1,0,0,0,0,0,0,6,9,12,1," $86,424.00 ","","","0",70,"56+"
1448,1963,Master,Married,,1,2,"06-25-2014",33,0,21,12,12,0,3,3,3,0,0,0,0,0,0,2,0,4,4," $33,562.00 ","","","0",63,"56+"
1453,1943,PhD,Widow,,0,0,"06-07-2013",59,0,735,40,183,52,20,30,2,0,0,0,0,0,0,9,3,13,6," $57,513.00 ","","","0",83,"56+"
1456,1979,Graduation,Single,,0,1,"01-04-2013",25,0,265,199,303,234,9,170,7,0,0,0,0,0,0,10,2,12,7," $60,474.00 ","","","0",47,"46-55"
1458,1982,Master,Married,,1,0,"07-01-2014",40,0,8,3,19,3,3,8,3,0,0,0,0,0,0,3,0,3,6," $21,059.00 ","","","0",44,"36-45"
1459,1966,PhD,Married,,0,1,"07-11-2012",16,0,666,35,124,69,8,26,1,0,0,0,0,0,0,5,3,5,3," $69,063.00 ","","","0",60,"56+"
1461,1965,PhD,Divorced,,1,1,"07-28-2013",74,0,17,1,12,3,1,4,2,0,0,0,0,0,0,2,0,3,7," $36,921.00 ","","","0",61,"56+"
1463,1958,Graduation,Single,,1,1,"03-29-2014",9,0,8,2,5,3,0,3,1,0,0,0,0,0,0,1,0,2,7," $45,160.00 ","","","0",68,"56+"
1473,1960,"2n Cycle",Single,,0,1,"07-23-2013",0,0,53,1,5,2,1,10,2,0,0,0,0,0,0,2,0,3,8," $47,823.00 ","","","0",66,"56+"
1490,1962,Graduation,Married,,0,1,"11-28-2012",84,0,675,0,85,10,7,77,5,0,0,0,0,0,0,10,3,8,8," $55,759.00 ","","","0",64,"56+"
1491,1965,"2n Cycle",Together,,0,0,"02-18-2013",87,0,162,33,124,40,28,172,2,0,0,0,0,0,0,3,4,7,1," $71,488.00 ","","","0",61,"56+"
1497,1952,Graduation,Single,,0,1,"01-19-2013",8,0,268,11,88,15,3,22,2,0,0,0,0,0,0,6,3,5,5," $47,958.00 ","","","0",74,"56+"
1501,1982,PhD,Married,,0,0,"04-08-2012",21,0,55,16,1622,17,3,4,15,0,0,0,0,0,0,0,28,1,0," $160,803.00 ","","","0",44,"36-45"
1502,1983,Graduation,Together,,1,0,"03-21-2013",67,0,18,3,19,3,3,6,2,0,0,0,0,0,0,2,0,3,8," $28,427.00 ","","","0",43,"36-45"
1503,1976,PhD,Together,,1,1,"03-06-2013",31,0,85,1,16,2,1,2,0,0,0,0,0,0,0,0,0,1,1," $162,397.00 ","","","0",50,"46-55"
1506,1975,Graduation,Single,,1,1,"06-28-2013",26,0,48,9,45,3,15,20,4,0,0,0,0,0,1,2,1,4,6," $42,160.00 ","","","1",51,"46-55"
1509,1958,PhD,Together,,0,0,"04-01-2013",80,0,152,27,103,106,54,81,0,1,1,0,1,1,1,9,9,4,5," $84,460.00 ","","","5",68,"56+"
1513,1979,"2n Cycle",Together,,1,1,"08-28-2012",72,0,600,21,128,223,150,128,13,0,0,0,0,0,0,2,2,12,8," $60,839.00 ","","","0",47,"46-55"
1515,1975,Master,Together,,0,1,"01-22-2014",9,0,11,2,7,4,2,2,1,0,0,0,0,0,0,1,0,3,3," $34,176.00 ","","","0",51,"46-55"
1517,1969,Graduation,Single,,1,0,"06-14-2013",92,0,3,9,13,2,12,12,1,0,0,0,0,0,0,1,0,3,7," $30,822.00 ","","","0",57,"56+"
1518,1965,Master,Married,,1,1,"06-17-2013",29,0,379,6,157,25,91,91,5,0,0,0,0,0,0,9,3,7,7," $62,694.00 ","","","0",61,"56+"
1519,1972,PhD,Single,,1,1,"06-22-2013",2,0,38,4,22,3,3,3,3,0,0,0,0,0,1,3,0,3,8," $38,578.00 ","","","1",54,"46-55"
1523,1973,Graduation,Married,,1,1,"07-05-2014",25,0,69,2,15,2,2,6,2,0,0,0,0,0,0,2,0,4,5," $59,041.00 ","","","0",53,"46-55"
1524,1983,"2n Cycle",Single,,0,0,"01-03-2013",1,0,709,45,115,30,160,45,1,1,0,0,0,0,1,8,2,5,5," $81,698.00 ","","","2",43,"36-45"
1542,1975,Graduation,Single,,1,2,"12-30-2013",26,0,347,0,35,4,3,7,6,0,0,0,0,0,0,4,2,8,5," $56,243.00 ","","","0",51,"46-55"
1544,1967,Master,Divorced,,0,0,"12-22-2012",51,0,741,68,689,224,68,103,1,0,0,0,0,0,0,4,2,10,2," $81,380.00 ","","","0",59,"56+"
1545,1986,Graduation,Married,,1,0,"02-08-2013",95,0,120,19,206,25,19,54,6,0,0,0,0,0,0,7,2,5,8," $38,508.00 ","","","0",40,"36-45"
1553,1946,Graduation,Together,,0,0,"09-27-2013",71,0,966,168,672,246,105,126,1,1,0,0,1,0,0,7,5,10,4," $82,657.00 ","","","2",80,"56+"
1570,1951,PhD,Together,,0,1,"02-19-2013",8,0,664,9,240,50,19,57,2,0,0,0,0,0,0,7,7,10,4," $69,702.00 ","","","0",75,"56+"
1577,1946,Graduation,Married,,0,0,"02-19-2014",14,0,558,79,622,207,175,95,1,0,0,0,0,1,1,4,6,4,1," $78,569.00 ","","","2",80,"56+"
1581,1980,Graduation,Married,,1,0,"10-10-2013",18,0,2,0,8,2,2,3,1,0,0,0,0,0,1,1,0,2,8," $37,406.00 ","","","1",46,"46-55"
1584,1977,Graduation,Married,,1,0,"01-04-2014",79,0,171,7,171,25,19,89,6,0,0,0,0,0,0,8,1,5,8," $41,443.00 ","","","0",49,"46-55"
1592,1970,Graduation,Married,,0,0,"01-24-2014",25,0,547,99,812,151,82,33,0,1,0,0,0,1,0,4,6,5,1," $90,765.00 ","","","2",56,"56+"
1600,1965,Master,Married,,2,1,"11-10-2013",60,0,292,3,77,10,3,26,7,0,0,0,0,0,0,6,3,5,7," $56,962.00 ","","","0",61,"56+"
